,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
2032,IagainstI,5.0,i inserted little gem new nook hd let tell youwow she loves much give back instead buying larger capacity tabletsjust buy smallest amount gigs buy one little dudes,2013-11-01,402,1,0,1,1,1.0,0.2065493143772374
2033,I am Gerard,5.0,i bought one tablet well fast durable long lasting i recommend itemso get one now,2014-05-27,195,0,0,0,0,0.0,0.0
2034,IamSerda,5.0,i wished came sort usb converter i transfer files faster pc i using samsung galaxy note file transfer speed mediocre,2013-11-08,395,0,0,0,0,0.0,0.0
2035,Ian A Jones,5.0,i purchased go pro hero its solid card unless planning buy several i would recommended going gig at higher capture setting get little hour video time,2012-12-22,716,0,0,0,0,0.0,0.0
2036,ian,4.0,a standard comes high capacity mobile memory grated older android phone older tablet probably see much difference but modern device like galaxy s note equivalent mobile device definitely notice difference data transfer access device for modern phones uhs memory card must the reason i give product five stars sandisk extreme sandisk extreme pro but again must extremely specific needs want get mbs transfer speeds mobile device for movies music apps one adequate,2014-07-01,160,0,0,0,0,0.0,0.0
2037,ian,5.0,i bought use gopro hero silver i complaints trhgtr thth h r,2013-08-10,485,0,0,0,0,0.0,0.0
2038,Ian Pimentel,5.0,works great faster conventional memory card videos pictures access run smoother highly recomnended need great space,2014-03-14,269,0,0,0,0,0.0,0.0
2039,Iceman,5.0,i bought sony action cam gives hours video using fps,2013-07-31,495,0,0,0,0,0.0,0.0
2040,Icewalker,5.0,no question really fast rated how fast well class sdhc means literally sd format hchigh capacity class mbsec readwrite how fast mb per second well class common step ie cheaper class ie mbsec so class times faster why pay differencedigital cameras point number picturessec hd video bottlenecked speed media recorded tosmart phones i samsung note ii a quadcore processor wizbang yaddayadda yes i do notice speed differences camera app performance i use spreadsheet appbrowsernetflixmusic streaming et al noticeably faster where think phone stores stuff use factory installed memory iphomes sd slot i phone tablet i believe choice computer realmoh yeah sandisk leader pioneer sd format where think sd came from the sdhc class card worthy comparison samsung brand i might biased one,2013-04-13,604,0,0,0,0,0.0,0.0
2041,idjut,5.0,used card galaxy s problems tonsoroom ever want more,2013-08-04,491,0,0,0,0,0.0,0.0
2042,Ignacio,1.0,after small preasure trying remove device got brokenalso io speed amazing even class,2013-08-04,491,0,0,0,0,0.0,0.0
2043,ijii,5.0,soon i got this i popped back samsung galaxy note put in the note recognized instantly i able move mps internal memory external memory playing music short order,2012-12-14,724,0,0,0,0,0.0,0.0
2044,ijst2000,5.0,love memory card use galaxy smartphone couldnt happier fast take photos phone doesnt stutter like old memory card definive must buy power user afford it,2013-04-17,600,0,0,0,0,0.0,0.0
2045,ikari.avi,4.0,great price works great samsung galaxy ssuch relief worry space pix apps,2013-10-27,407,0,0,0,0,0.0,0.0
2046,Ikechukwu Etoh,4.0,definitely sandisk ultra gb microsdhc cuhs memory card adapter sdsdqugaffpa working advertised im definitely happy product the price definitely worth it,2014-02-20,291,0,0,0,0,0.0,0.0
2047,"I. Mercado ""I Mercado""",5.0,all i got great pricebut speed reliability strenghts thing using gn performs,2013-08-27,468,0,0,0,0,0.0,0.0
2048,IM John Galt,5.0,the problem rating reviewing item one is work not my experience sandisk memory cards work take beating washing else i ask for,2013-08-25,470,0,0,0,0,0.0,0.0
2049,"I'm not an internet shopaholic - ""thebanker""",5.0,got gopro black edition record hours video highest setting very pleased performance far errors failures,2013-11-20,383,0,0,0,0,0.0,0.0
2050,Impalex,4.0,bought use phone expand memory it i gb gs i wanted double memory phone i sure phone would take gb card im happy product i also loved easyopen cardboard packaging i like easier open ship mostly i like plastic since i hate excess trash puts landfills,2012-12-30,708,0,0,0,0,0.0,0.0
2051,Impetigo,2.0,i assume brand new gb sandisk ultra class sdxc card responsible occasional video recording stutterpausing happened since i started using today prior that never issue previous sandisk sdhc card but today maiden trip led video only minutes long each several performance issues default i attribute card since nothing else changed ive never issue four months ive galaxy note no problems formatting card though installingusing otherwise,2013-07-13,513,0,0,0,0,0.0,0.0
2052,Imran I. Khan,4.0,great product works perfectly canon camcorder very responsive fastenough capacity hours video great price grabbed thanksgiving,2012-12-24,714,0,0,0,0,0.0,0.0
2053,imxron,5.0,a ton storage fast transfer speeds much say i used samsung vibrant nexus,2013-02-25,651,0,0,0,0,0.0,0.0
2054,Indowarrior,5.0,this sd card great note worked perfectly almost half year i would recommend everyone,2014-04-21,231,0,0,0,0,0.0,0.0
2055,IndyFred,4.0,good price good size micro sd not fastese card i used price i satisfied,2013-11-30,373,0,0,0,0,0.0,0.0
2056,Informed Consumer,5.0,overall good memory card it fast even comes adapter fits camera perfectly picture taking breeze would recommmend others,2013-09-11,453,0,0,0,0,0.0,0.0
2057,Initialjoe,5.0,i installed item dell venue pro worked fine housing programs im happy device,2014-05-30,192,0,0,0,0,0.0,0.0
2058,Innocent,4.0,no complaints yetit came adapter advertised i wished i purchased two instead one,2014-11-05,33,0,0,0,0,0.0,0.0
2059,intrathecal,5.0,if max storage phone it not fastest class available only decent card available right now not bad price either,2014-06-22,169,0,0,0,0,0.0,0.0
2060,InyoJohn,4.0,a great product reasonable price it increased galaxy tab memory useability without deal interface cables,2013-10-19,415,0,0,0,0,0.0,0.0
2061,IRINA ZAYDMAN,4.0,like it good product next time order bigger memory recomend product friends,2014-06-02,189,0,0,0,0,0.0,0.0
2062,Ironosity,1.0,just started unmounting remounting itself really sucked battery life there a quick google search showed common problem oh well,2013-03-25,623,0,0,0,0,0.0,0.0
2063,Irritated,4.0,phone galaxy s virgin still getting sd card unexpectedly removed i know issue phone card,2013-02-10,666,0,0,0,0,0.0,0.0
2064,Isaac,4.0,perfect hd video production this hold lot stills videos reasonable write speed no complaints,2013-02-22,654,0,0,0,0,0.0,0.0
2065,ispeedca,5.0,great micro sd card extremely cheap got thoses ive never looked back uhs fast,2013-11-30,373,0,0,0,0,0.0,0.0
2066,Ispy,5.0,this sandisk ultra gb microsdhc cuhs memory card adapter really work like suppose too i ordering another soon,2013-11-10,393,0,0,0,0,0.0,0.0
2067,Israel Lopez Maldonado,5.0,as soon inserted samsung galaxy s started getting filled trip nyc it great empty photos music phone phone still works fast good considering sd cards apps tend make android phones slow great quality sandisk,2013-12-27,346,0,0,0,0,0.0,0.0
2068,"Italo La Posta ""Roman One""",5.0,this card made good company works well its lightning fast gets job done its memory card really much talk fact holds info accesses stores info fast,2012-06-11,910,0,0,0,0,0.0,0.0
2069,Italo machuca,5.0,this sandisk microsdhc worked perfec for what i wanted to usedi used for videos and musicdefinitaly i recommend this,2014-04-13,239,0,0,0,0,0.0,0.0
2070,itsjustme,5.0,it should came right price shipped quickly i store many extra things phone,2013-10-21,413,0,0,0,0,0.0,0.0
2071,Ivan Gonzalez,5.0,excellent delivery time memory feels read write pretty fast i previous experience class gb micro sd this lot faster,2012-10-24,775,0,0,0,0,0.0,0.0
2072,Ivan Perry &#34;Computer Dude&#34;,5.0,put memory card microsoft surface rt worked fantastic no formatting setup ready go right bat plus price best i could find anywhere,2013-01-30,677,0,0,0,0,0.0,0.0
2073,"Ivor Petrie ""Ivor the Engineer""",5.0,i purchased card use helmet mounted video camera all memory cards not correctly stated previous reviewer even cards rated class number perform same this card performs well subzero temperatures catching skiing action also high speed flying action southern ca high temperatures black camera i measure actual data speed captured p hd fps video camera without issuesoverall card good value performs well i would recommend it,2013-05-04,583,0,0,0,0,0.0,0.0
2074,Ivory,5.0,i bought grand daughters camera gb memory refused work windows tablet i swapped one working splendidly,2014-01-20,322,0,0,0,0,0.0,0.0
2075,Iwillreviewlol,2.0,i gb galaxy s almost three months issues however phone recently started telling card unrecognized files empty causing loss media i chose format seeing error long chalking random error somehow yesterday files card magically reappeared i able play music again despite phone format card shortly afterwards error reappeared i put card computer simply appearing shame i think risky card purchase,2013-01-15,692,1,0,1,1,1.0,0.2065493143772374
2076,J03L,5.0,so far i problems memory transfer speed good works great samsung note,2013-05-29,558,0,0,0,0,0.0,0.0
2077,JABthat20,5.0,adds really nice support memory device i enjoy worrying running space now,2013-07-23,503,0,0,0,0,0.0,0.0
2078,"Jack ""badbrad97""",5.0,i normally buy sandisk extreme gopro decided try ultra save money so far seems work good i tried shoot k yet although seems like would work,2014-02-05,306,0,0,0,0,0.0,0.0
2079,Jack Cade,5.0,this device works galaxy s problems woks perfectly really i cant get buy gb storage device size thumbnail run programs one day something like hold tb crazy cool,2013-09-17,447,0,0,0,0,0.0,0.0
2080,Jack,5.0,i screwed orignally order wrong card so i needed card quickly trip ordered arrived put tablet andloaded files it worked flawlessly month nowthanks,2012-12-28,710,0,0,0,0,0.0,0.0
2081,Jack in TN,5.0,the recent map update garmin gps ran memory maps getting detailed i used memory got back full north america map it cam adapter fit pc sd slot too,2013-02-20,656,0,0,0,0,0.0,0.0
2082,"Jack J. Modic II ""JayM""",5.0,used gopro hero works great found sandisk always make excellent products money well spent,2013-08-04,491,0,0,0,0,0.0,0.0
2083,"Jack Lynch ""Jack Lynch""",5.0,lots room enough speed everything i need portable going along ride no loss data me,2013-11-30,373,0,0,0,0,0.0,0.0
2084,JackMc,5.0,great price product half samsung charging memory card works fine notewith pproblems ever,2013-07-04,522,0,0,0,0,0.0,0.0
2085,"Jack Tailor ""Jack Tailor""",4.0,these cards worked flawlessly gopro hero instead opting bigger card i got two smaller cards start with that way i could transfer data laptop still using card if wanting unassisted large record like timelapse something opting bigger card smart usage able swap back forth invaluableso far hiccups problems even faster beefy shooting settings,2013-10-30,404,0,0,0,0,0.0,0.0
2086,Jack van den Bosch,5.0,is exactly expect memory card nothing nothing less i tested card gopro hero worked,2013-08-28,467,0,0,0,0,0.0,0.0
2087,Jack Yang,5.0,it fast i like and i think one like i think,2014-12-03,5,0,0,0,0,0.0,0.0
2088,"Jacob Bragg ""otoball""",5.0,works really well motorola razor maxx good price size sd card i would definitely recommend anyone i cant wait prices drop capacity goes up,2013-11-15,388,0,0,0,0,0.0,0.0
2089,"Jacob Hartwig ""Jacob""",5.0,this first time adding sd card smart phone i got nokia lumia excellent screen i wanted able play movies trips watch desk workingso far i put albums hi def movieson card still gb spare everything loads fast stored phones internal memoryvery happy little guy,2014-02-26,285,0,0,0,0,0.0,0.0
2090,"Jacob Holstein ""Halal Yeshuah HaMashiach""",5.0,i bought super cheap black friday cyber monday week whatever means it great i bought thinking might better galaxy s i noticed difference speed i guess hd video recording picture taking camera,2013-07-02,524,0,0,0,0,0.0,0.0
2091,"Jacob Whittaker ""jacob w""",5.0,first got mine walmart im considering gb version gb card really fast ive actually transferred galaxy siii ever reason reads card faster phones internal gb memory ive always used snadisk stuff everything flash drives sd cards even ssd make great stuff,2013-04-19,598,0,0,0,0,0.0,0.0
2092,"Jaewoo Kim ""OB-Wan""",4.0,this sd card used one fastest now merely adequatei bought gb version inserted samsung galaxy s latest samsung phonethe performance although still adequate less stellar for example load amazon kindle app mb i purposely placed sd card takes full seconds load the app ipad takes around seconds loadstill much smartdevice performance i worry but care fast smartphone take pictures assuming pictures stored sd cards fast apps load purchase much faster sd card latest phoneprosadequate performancehassle free packagingconsnot fastest still adequate,2014-06-20,171,1,1,2,0,0.5,0.0945312057342307
2093,jagcat,5.0,was expecting micro mb within standard scandisk not much write performs without hassle,2013-05-03,584,0,0,0,0,0.0,0.0
2094,Jahanzeb Ali Khan,5.0,best gigs micro sd there no lag accessing data smartphone acts like phones internal storage indistinguishable it the integrity data well preserved,2013-11-26,377,0,0,0,0,0.0,0.0
2095,JA,5.0,bought use gropro card allows video long batteries allow must gopro user,2013-11-26,377,0,0,0,0,0.0,0.0
2096,Jake Hayes,5.0,bought phone worked perfectly quite now great size great price cant go wrong this,2014-06-22,169,0,0,0,0,0.0,0.0
2097,"Jake Hegnauer ""CyberDyneSystems""",5.0,installed days receiving galaxy note iii stuff music ipods tons moviesive problems fast,2013-01-08,699,0,0,0,0,0.0,0.0
2098,Jakub Buczma,5.0,would recommend i those one phone one tablet probably get one gf,2014-05-28,194,0,0,0,0,0.0,0.0
2099,"Jamaicancouponmom ""Coupon mom""",5.0,after using gig microsd galaxy s year i knew i needed new sd card i got s this sd card worked really well me i longer worried running space i take pictures new s,2013-08-24,471,0,0,0,0,0.0,0.0
2100,Jamal A. Aziz Jamal,5.0,a great performer price the capacity limitless the speed superb considering smartphone,2014-04-02,250,0,0,0,0,0.0,0.0
2101,james adrift,5.0,every sandisk card ive ever bought never disappointed one exception i use one galaxy tab far performed superbly i zero complaintsi realize quite bad reviews card i never ran bad sandisk card i hope i future i feel bad ppl get one bad card batch thousands yeah happens,2014-02-20,291,0,0,0,0,0.0,0.0
2102,"James Anthony Boersma ""T-Storm""",5.0,its memory card it works what else i need say ill using data logging project soon,2014-01-13,329,0,0,0,0,0.0,0.0
2103,James B. Beavan III,5.0,i use gopro hero camera works great issues perfect size price,2014-01-24,318,0,0,0,0,0.0,0.0
2104,james beauchamp,5.0,gigs tiny physical space crazy makes phones capacity huge use mp player convert fat hard plenty free programs download will work devices well sweet,2013-01-27,680,0,0,0,0,0.0,0.0
2105,James Brand,5.0,i bought put mobile phone samsung galaxy s i lot say i put in formatted it working ewell months now seems fast no issues recommended,2013-02-03,673,0,0,0,0,0.0,0.0
2106,"James Charles ""Jc""",5.0,not much say product configuration neededit works box need format unless want tospeed the tablet processor speed card make impossible see delay i recommand anybody burchase gb tablet phone specially pictures musics need keep the market carries gb make best judgment save,2014-03-02,281,0,0,0,0,0.0,0.0
2107,James C.,5.0,i surprised fast i recieved sandisk micro sd i ordered i ordered one took almost weeks i recieved one within days i plan use one next android phone i want upgrade samsung galaxy model i instructed phones handle gbs found handle more,2013-04-19,598,0,0,0,0,0.0,0.0
2108,"JAMES C. NORRIS ""J.C. NORRIS""",5.0,hi my son wantedneeded make purchase hence the purchase hes completely satisfied item has noproblem he loves it regards jcn,2013-06-16,540,0,0,0,0,0.0,0.0
2109,James Cundiff,4.0,oh gosh greatest invention since sliced bread i totaled underwhelmed works too xx xx,2014-10-01,68,0,0,0,0,0.0,0.0
2110,James DeMichael,5.0,picked several discounted work great galaxy s phone wifes nikon v gopro no failures inability recognize card highly recommend scandisk products,2013-12-30,343,0,0,0,0,0.0,0.0
2111,James D.,5.0,works great compatible device but think reformat fat us older device designed gb likely experience excess battery drain even think working fine start with,2013-10-10,424,0,0,0,0,0.0,0.0
2112,James E. Gaul,5.0,i use sony camera fairly high megapixels per picture i also tend snap many shots row so buffering speed cards like important on recent trip abroad i took picturessometimes using panorama functioni never ran processing delays the camera card let keep snapping cards like noticed perform they otherwise there good thing this one seems perform obviously technical evaluation laymans assessment using card while,2013-10-15,419,0,0,0,0,0.0,0.0
2113,James G. Magnano,5.0,does says does like says will installed galaxy s issues complaints,2014-05-23,199,0,0,0,0,0.0,0.0
2114,James Hanlon,5.0,this worked really well me i used gopro camera recording couple hours video love storage space,2014-07-13,148,0,0,0,0,0.0,0.0
2115,James Hartsell,5.0,the sandisk memory card awesome i usually buy sandisk products reliable very good quality,2013-12-01,372,0,0,0,0,0.0,0.0
2116,James,5.0,i brands prefer sandisk i several never error failure i often shoot video k high bitrate memory card keep up thats important mei would highly recommend card,2014-06-21,170,0,0,0,0,0.0,0.0
2117,James,5.0,ive always bought sandisk sd cards never disappointed this one exception im using galaxy s iii problems transfer speeds advertised great card great price,2012-10-10,789,0,0,0,0,0.0,0.0
2118,James,5.0,this arrived quickly actual product described unlike others committed item it works i needed for thanks,2012-11-24,744,0,0,0,0,0.0,0.0
2119,James,5.0,installed s i issues like others posted fact i formatted computer popped right in,2014-03-30,253,0,0,0,0,0.0,0.0
2120,"James H. Haight ""happy iMac user""",5.0,i always perfectly satisfied sandisk products extremely reliable suit purposes perfectly this particular memory card exception,2012-09-12,817,0,2,2,-2,0.0,0.0
2121,James H Hunt III,5.0,i bought extra memory samsung galaxy s i wish i known i bought phone android changed memory management technique gingerbread jelly bean verizon sold gb samsung s i much research since old phone broke i leave business trip next day come find out gb versions galaxy s i never asked verizon even carried different versions well i figured problem ill put gb micro sd tf card ill set unfortunately longer transfer apps micro sd card some apps store data sd card longer ability move sd since i travel internationally i use lot gps mapping software would like download multiple gigs map data offline mapping as now i download phones gb memory gb memory card pictures except burst photos videos music put gb sd card all said memory card works well priced par comparable cards market if got cash need space for music videosmovies andor picturesjust apps i recommend picking one up,2013-06-26,530,0,0,0,0,0.0,0.0
2122,"James Howard, Jr.",5.0,the device works advertised it tremendous price i found need formatting work galaxy note the amount space reserved purposes excellent i would definitely buy device again,2013-08-10,485,1,0,1,1,1.0,0.2065493143772374
2123,James L. Gadsden,5.0,this works great like sandisk chips i had its used my girlfriends samsung galaxy s,2013-07-27,499,1,0,1,1,1.0,0.2065493143772374
2124,James M. Morrison,5.0,works good phone i listen music hours hours i need remember bring charger work,2014-07-01,160,0,0,0,0,0.0,0.0
2125,James Ownby,5.0,and fast been installed acer iconia tab months endured file transfer file transfer single glitch,2014-09-01,98,0,0,0,0,0.0,0.0
2126,"James P. Simmonds ""Diver guy""",5.0,great memory card can used micro sd regular comes larger disc case fits into,2013-04-17,600,0,0,0,0,0.0,0.0
2127,James Rausch,5.0,i use samsung galaxy note performs pretty darn well write read speed safe good stores photos prob,2014-05-14,208,0,0,0,0,0.0,0.0
2128,James R.,4.0,i bought gopro hd hero camera one recommended buyers ive zero problems card included adaptor makes easy transfer videos pc these things tiny though thin careful bend lose them the price reasonable well,2013-08-24,471,0,0,0,0,0.0,0.0
2129,James Ridgway,4.0,this first foray microsd card world i bought gopro hero whitepros comes adapter easy downloading simple format right box readswrites fine errorscons adapter spring return like devices instert card removing card adapter painoverall great i need dohope helps,2013-09-01,463,0,0,0,0,0.0,0.0
2130,James Robert Black,5.0,i bought memory storage samsung galaxy tab replace one unreliable prior leaving vacation it worked without problem when i returned vacation i returned defective one sandisk replacement i two it write fast larger g sd card i probably try use hd video camera,2013-06-06,550,0,0,0,0,0.0,0.0
2131,James Schmeling,5.0,works great low cost fast bright red makes easier find gets dropped misplaced sandisk usually go brand removable media,2013-03-11,637,0,0,0,0,0.0,0.0
2132,James Scott,5.0,bought new samsung galaxy s works great problems transfer speed no failures far i would suggest anyone,2013-05-27,560,0,0,0,0,0.0,0.0
2133,JamesW,5.0,i got gopro hero come memory cards whatsoeverworks great especially k recording hero black editionthese things small though easy lose keep camera adaptersuper fast download usb memory card reader,2013-08-26,469,1,0,1,1,1.0,0.2065493143772374
2134,James Worsnopp,5.0,its giant fast microsd card phone it works reasonably priced ive swapped card past phones ive owned continues serve well road you bring along enough p movies hour flight or several them still plenty room left overthe downside even capacity but really gb probably overkill,2014-03-26,257,0,0,0,0,0.0,0.0
2135,James W Young,5.0,this second one ive purchased the first inexpensive quick easy install wifes samsung tablet i impressed i bought another install samsung,2014-02-01,310,0,0,0,0,0.0,0.0
2136,"Jamey Johansen ""jamey1981""",5.0,reading reviews i expected jump hoop something crazy special make work the instructions say gb supported devicethe card arrived i chose hassle free packaging best choice ever inserted phone booted chose format case card the card formatted i presented around gb free easiest ever very happy able start moving music ever aging itunes card the read write speeds acceptable much faster microsd cards i have im technical user would felt comfortable talking mother easy procedure i going assume would work galaxy siii snot much say boat ton storage small container star,2012-11-13,755,0,0,0,0,0.0,0.0
2137,JAM,5.0,i bought card hero gb card bought camera readable ipad this card paces supplies great video i review ipad immediately supplied sd adapter,2013-07-22,504,0,0,0,0,0.0,0.0
2138,Jamie Hamel-Smith,5.0,i got gopro camera order record high frame rates p keeps fine ive never issues circumstances,2014-01-07,335,0,0,0,0,0.0,0.0
2139,Jamielee,5.0,got go daughters microsoft surface rt great she loaded movie happy device extra memory,2013-12-31,342,0,0,0,0,0.0,0.0
2140,Jamie Vander Meer,5.0,sandisk gb micro sdhcworks advertisedgood qualitypretty inexpensive price consideringi would recommend anyone need micro sd card,2013-05-04,583,0,0,0,0,0.0,0.0
2141,"Jamming Jedi ""jammingjedi""",3.0,i get occasional dropped frames using record hd video hd camera solid couple weeks time tell,2014-10-02,67,0,0,0,0,0.0,0.0
2142,Jana Taylor,5.0,purchased use smartphone works flawlessly given much space i think i use well see thats i always say beginning it works without noticing i pay for i think great price im pleased purchase,2013-01-03,704,0,0,0,0,0.0,0.0
2143,jankster,5.0,no problems here works perfectly fine expected threw surface pro get little storage capabilities for music media etc had format use i realize first thats fault idiot first place no complaints fine product would recommend,2013-08-08,487,0,0,0,0,0.0,0.0
2144,Jan Wojtasinski,5.0,works flawlessly gopro hero black edition great card price fits plenty footage especially them,2013-04-11,606,1,0,1,1,1.0,0.2065493143772374
2145,J. A. Quayle,5.0,i use samsung note ii previously i iphones expensive get iphone enough memory songs for fraction price samsung theyre wherever go,2013-03-05,643,0,0,0,0,0.0,0.0
2146,J. Arce Araya,3.0,used galaxy note far great fast card excelent brand a performance update may stopped working it work galaxy note pc sadly recognized device,2012-12-15,723,0,0,0,0,0.0,0.0
2147,Jared,5.0,i bought memory card specifically add extra storage samsung galaxy s it easy install phone recognized card instantly i turned phone i removed back cover installed card i sure needed i figured hurt way after installed recognized i formatted card phone options the card fast writing reading iti would definitely recommend card others especially galaxy s want storage space it,2013-04-18,599,1,0,1,1,1.0,0.2065493143772374
2148,"Jared Westfall ""The Geek""",5.0,when buy micro sd card get class apps run slow camera slow spend money class speed card ensure device works full potential listen me i certified geek,2013-06-09,547,0,0,0,0,0.0,0.0
2149,Jarlaxle,5.0,this great this i buy apple products get charged nonexpandable memory expandable memory dirt cheap days much get reliable apple works like charm ive got two these one phone one tablet ive never problem inconvenience either them,2014-06-28,163,0,0,0,0,0.0,0.0
2150,Jason Blinstrup,5.0,i bought card go new samsung galaxy note edition after using days onboard storage i felt need little space the price card right i always great success sandisk memory devices whether usb sd you i use card take sorts music movies whenever i go anywhere absolutely lag hiccuping playback i also set card default store photos videos taken tablet noticeable delay taking photos this card works well i bought second one replace old gb card phone,2014-04-14,238,0,0,0,0,0.0,0.0
2151,Jason Chamberlain,4.0,this works well galaxy s i use media storage i reseat i kept getting error preparing sd card i think i put phone media i think pretty good value extend storage phoneupdate i deducted star card capacity billion bytes gb there difference the storage actually around gb gb its still good value i would still recommend highly understand getting gb,2013-06-14,542,0,0,0,0,0.0,0.0
2152,Jason Consoer,5.0,super fast card lots space great movies pictures music stuff its awesome,2014-06-15,176,0,0,0,0,0.0,0.0
2153,Jason Davis,5.0,card works great gopro hero white edition i hour time lapse issues whatsoever corrupted data missing files ive always good experiences sandisk products recommend everyone,2013-09-12,452,0,0,0,0,0.0,0.0
2154,jason from indy,5.0,good price gb card purchased go along hero camera just i needed complete set,2013-10-29,405,0,0,0,0,0.0,0.0
2155,Jason G,4.0,this purchased cell phone it easy plugged in phone recognized instantlythe adaptor comes device i problems with the adaptor write protection switch toshiba hp laptops like turn inserting sd slot to get around i insert adaptor slight angle apply little pressure try let switch get changed insertion it works pain fortunately since chip phone time pain i deal often it something may need considered though plan using device primarily standard sized sd slot laptop computer,2013-05-09,578,0,0,0,0,0.0,0.0
2156,Jason,5.0,got sale what deal,2014-10-07,62,0,0,0,0,0.0,0.0
2157,Jason,5.0,i got gb card garmin gps the gpss memory could expanded maps info could saved the memory card works described ive used sandisk many electronics i never problem they sometimes little expensive brands i think little extra worth it,2013-08-28,467,0,0,0,0,0.0,0.0
2158,JaSoN,5.0,i got microsoft surface it exactly i wanted wish surface user friendly though but thats another story one thing watch for work older sdhc compliant devices i tried d work all thats problem device much buyer knowing buying,2012-12-28,710,0,0,0,0,0.0,0.0
2159,Jason,5.0,i complaints it works great gopro i never worry running space filming dives i usually go multiple dives one day shoot lot second video clips share family friends web i never come close running storage space there absolutely issue compatibility gopro,2014-07-13,148,0,0,0,0,0.0,0.0
2160,jason,1.0,crashed lost everything thanks sandisk used gsnot solid product couple years worth stuff gone instant,2013-10-18,416,0,1,1,-1,0.0,0.0
2161,Jason,1.0,these issues gopro use the transfer speed inaccurate gopro even admitted support this,2014-02-26,285,1,0,1,1,1.0,0.2065493143772374
2162,"jason h. ""jason h""",5.0,sd card died shortly got it sandisks rma policy awesome new sd card within daysthe new card fine one best return experiences ive had,2013-10-20,414,0,0,0,0,0.0,0.0
2163,Jason Hunken,5.0,bought along gopro hero ever since its nice ridiculous amount storage running around gopro wants change chips jetski falling plane feet,2013-03-16,632,0,0,0,0,0.0,0.0
2164,Jason Iannazzo,5.0,this little guy adds ton extra space samsung gs music more worth money,2014-03-16,267,0,0,0,0,0.0,0.0
2165,Jason J Chapman,5.0,i bought card new samsung galaxy s the card good expect price technology paying forsdxc cards come formatted exfat default i would tried format anyway seen phone supports filesystem in addition faster format enabling higher transfer rates exfat also takes less storage space than say fat fat filesystem would important considering mobile storage devicesi read several poor reviews product starting simply stopped working months while happen regular use happened past couple gb sdhcs i would venture say error use flash media sensitive regards hard shutdowns thats say pulling device card reader without first unmounting it within data storage menu android phones option unmount sd card i would recommend always select removing external memory card avoid corruption data and ultimately card itself the reason sudden stoppage flash memory devices data power connectivity easily result corruptiontransversely memory card plugged card reader say sd adapter first eject card in windows small icon located taskbar notification menu safely removing hardware ejecting media select card notification popup card safe remove it basically severs function android unmount optional also cease current readwrite operations avoid data device corruptioni cannot speak one would mac os chances are using apple pc android phone,2012-10-10,789,2,0,2,2,1.0,0.3423802275066531
2166,Jason M. Jewell,5.0,holds lots data fast readwrite capabilities sometimes i wish i gone gb version gb great adding memory ssd tablet like surface pro,2013-04-30,587,0,0,0,0,0.0,0.0
2167,"Jason Robinson ""jr""",5.0,there lot reports gb cards working gopro hero the gb works great me,2013-02-13,663,0,0,0,0,0.0,0.0
2168,"Jason ""Smart Shopper""",1.0,i ordered memory card drift ghosts action camera i started getting errors camera freezing saying storage problem i assumed camera faulty actually exchanged another camera same errors i switched sandisk extreme card never problems againif going recording hd video especially high frame rates get card im sure would fine scenario though advertised class uhs card fast class uhs cardsdrift innovation the company makes ghosts camera i use stated multiple support tickets use sandisk ultra cards perform fast enough camera result slow card errors they work ok try recording p video higher frame rates,2014-06-05,186,0,0,0,0,0.0,0.0
2169,javalatte,5.0,i bought save music mp movies mp asus memo pad hd works great,2014-01-26,316,0,0,0,0,0.0,0.0
2170,"Javier Fonseca ""Javier Fonseca""",1.0,it worked fine start offered great speeds months cell phone started eject reconnect several times per day at least per hour that made phone eat whole battery life half time i installed watchdog noticed google process also incremented cpu usage i read somewhere caused kind problems microsd cards probably process trying scan memory inserted in another forum also reports kind problems latest generation sandisk microsd cardsnow i decided purchase samsung one found similarly priced my phone stopped acting up battery life came back normal,2013-05-26,561,0,0,0,0,0.0,0.0
2171,javier,5.0,i happy come fast good packed i usually used fantastic fast new cards,2013-08-04,491,0,0,0,0,0.0,0.0
2172,Javier Rodriguez,5.0,i bought new gb microsd card replace old gb microsd run space rooted htc inspire it easy copy paste computer back new microsd card,2013-10-01,433,0,0,0,0,0.0,0.0
2173,"Javier Sanchez ""javoec""",5.0,what else i say sandisk gb class works like charm galaxy sii i unlocked if upgrading old smaller microsd card i this create img file old microsd hdd raw copy tool freeware recover saved img file new microsd card hdd raw copy tool since old microsd gb new microsd card gb d install minitool partition wizard freeware choose new microsd choose moveresize option drag space full size new microsd card dont forget apply put microsd phone go stuff apps saved microsd working,2013-10-26,408,0,0,0,0,0.0,0.0
2174,Jaxjww,5.0,this class adapter lives billing i currently use android phone,2013-02-18,658,0,0,0,0,0.0,0.0
2175,"Jay-Cee ""J.C.""",4.0,i use cell phone lumia works fine transfer speed little slower memory cards i used much,2012-12-21,717,0,0,0,0,0.0,0.0
2176,JayDee,5.0,device works exactly expected holds lot music videos would recomment anyone great product what else i say,2014-02-17,294,0,0,0,0,0.0,0.0
2177,Jay,5.0,i purchased gopro hero black edition works perfectlyi use gopro car riding snowboarding cliff jumping much morethe gb sandisk sure capture every moment life,2013-07-12,514,0,0,0,0,0.0,0.0
